"","date","lender","borrower","amount_honoured"
"1",2019-12-19,"Caixa Econômica Federal","Rio de Janeiro",996823.31
"2",2019-12-19,"Caixa Econômica Federal","Rio de Janeiro",2686096.4
"3",2019-12-20,"Banco do Brasil S/A","Minas Gerais",440555987.98
"4",2019-12-15,"BID","Rio de Janeiro",6575418.28
"5",2019-12-15,"Caixa Econômica Federal","Goiás",28491865.83
"6",2019-12-16,"Caixa Econômica Federal","Goiás",28840968.64
"7",2019-10-20,"Fundo Financeiro para Desenvolvimento da Bacia do Prata","Cachoeirinha",1712550
"8",2019-10-20,"Fundo Financeiro para Desenvolvimento da Bacia do Prata","Cachoeirinha",122133.91
"9",2019-12-15,"BID","Rio de Janeiro",95251
"10",2019-12-16,"Caixa Econômica Federal","Rio Grande do Norte",1499711.06
"11",2019-12-16,"Caixa Econômica Federal","Rio Grande do Norte",6492225.43
"12",2019-12-16,"Caixa Econômica Federal","Rio de Janeiro",6988722.28
"13",2019-12-16,"Banco Mundial","Rio Grande do Norte",32268992.04
"14",2019-12-16,"Banco Nacional de Desenvolvimento Econômico e Social","Goiás",2326785.73
"15",2019-12-16,"Banco Nacional de Desenvolvimento Econômico e Social","Goiás",15851072
"16",2019-12-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",22871432.19
"17",2019-12-16,"Banco do Brasil S/A","Rio Grande do Norte",2981167.41
"18",2019-12-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",3014371.27
"19",2019-12-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",24725383.7
"20",2019-12-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",4332764.23
"21",2019-12-16,"Banco do Brasil S/A","Rio de Janeiro",422888429.24
"22",2019-12-16,"Banco do Brasil S/A","Rio de Janeiro",8191944.5
"23",2019-12-16,"Banco Nacional de Desenvolvimento Econômico e Social","Rio Grande do Norte",2217066.08
"24",2019-12-16,"Caixa Econômica Federal","Amapá",8668705.3
"25",2019-12-16,"Banco Nacional de Desenvolvimento Econômico e Social","Amapá",5671276.89
"26",2019-12-16,"Banco Nacional de Desenvolvimento Econômico e Social","Minas Gerais",3820261.05
"27",2019-12-16,"Banco Nacional de Desenvolvimento Econômico e Social","Amapá",2414366.08
"28",2019-12-16,"Caixa Econômica Federal","Goiás",3227116.42
"29",2019-12-05,"Corporacão Andina de Fomento","Rio de Janeiro",42338499.76
"30",2019-11-15,"BID","Rio de Janeiro",3055212.63
"31",2019-12-03,"Agência Francesa de Desevolvimento","Minas Gerais",66668254.73
"32",2019-11-15,"BID","Minas Gerais",1689193.19
"33",2019-11-25,"Caixa Econômica Federal","Rio de Janeiro",13522637.32
"34",2019-11-15,"BID","Minas Gerais",1387299.22
"35",2019-11-14,"BID","Minas Gerais",7663241.36
"36",2019-11-14,"BID","Minas Gerais",6942482.44
"37",2019-11-22,"Corporacão Andina de Fomento","Rio de Janeiro",27182758.06
"38",2019-11-15,"Banco Mundial","Rio de Janeiro",2153876.04
"39",2019-11-15,"Banco Mundial","Rio de Janeiro",72663670.38
"40",2019-11-15,"Banco Mundial","Rio de Janeiro",64445499.55
"41",2019-11-15,"Banco Mundial","Rio de Janeiro",1370127.23
"42",2019-11-19,"Caixa Econômica Federal","Rio de Janeiro",997125.37
"43",2019-11-18,"Caixa Econômica Federal","Rio Grande do Norte",6478684.51
"44",2019-11-18,"Caixa Econômica Federal","Amapá",9575024.92
"45",2019-11-18,"Banco Nacional de Desenvolvimento Econômico e Social","Amapá",6433000.66
"46",2019-11-18,"Caixa Econômica Federal","Rio Grande do Norte",1534916.95
"47",2019-11-19,"Caixa Econômica Federal","Rio de Janeiro",2685764.8
"48",2019-11-18,"Banco Nacional de Desenvolvimento Econômico e Social","Amapá",2738645.79
"49",2019-11-18,"Banco Nacional de Desenvolvimento Econômico e Social","Rio Grande do Norte",2513371.04
"50",2019-11-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",4691609.58
"51",2019-11-18,"Banco Nacional de Desenvolvimento Econômico e Social","Goiás",2582918.99
"52",2019-11-18,"Banco Nacional de Desenvolvimento Econômico e Social","Goiás",17653543.79
"53",2019-11-18,"Banco Nacional de Desenvolvimento Econômico e Social","Minas Gerais",4050111.32
"54",2019-11-18,"Banco Nacional de Desenvolvimento Econômico e Social","Minas Gerais",20300846.68
"55",2019-11-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",25543418.28
"56",2019-11-18,"Banco Nacional de Desenvolvimento Econômico e Social","Minas Gerais",1526681.48
"57",2019-11-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",3312094.34
"58",2019-11-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",28188320.95
"59",2019-11-18,"Banco do Brasil S/A","Rio de Janeiro",9001504.87
"60",2019-11-18,"Banco do Brasil S/A","Rio Grande do Norte",3277712.53
"61",2019-11-15,"Caixa Econômica Federal","Goiás",30809106.28
"62",2019-11-15,"Caixa Econômica Federal","Goiás",27650312.88
"63",2019-11-18,"Caixa Econômica Federal","Rio de Janeiro",6927549.76
"64",2019-11-15,"Caixa Econômica Federal","Goiás",3544315.55
"65",2019-10-15,"BID","Belford Roxo",1592885.37
"66",2019-11-07,"Banco do Brasil S/A","Rio de Janeiro",335775849.83
"67",2019-10-31,"Agência Francesa de Desevolvimento","Rio de Janeiro",71856816.88
"68",2019-10-25,"Caixa Econômica Federal","Rio de Janeiro",13376205.52
"69",2019-10-19,"Caixa Econômica Federal","Rio de Janeiro",999880.21
"70",2019-10-19,"Caixa Econômica Federal","Rio de Janeiro",2692043.61
"71",2019-10-15,"BID","Rio de Janeiro",3687344.2
"72",2019-10-15,"Banco Mundial","Minas Gerais",64327615.9
"73",2019-10-15,"Banco Mundial","Minas Gerais",125519659.65
"74",2019-10-15,"Banco Mundial","Minas Gerais",6344234.19
"75",2019-10-15,"Banco Mundial","Rio de Janeiro",23704940.45
"76",2019-10-15,"Banco Mundial","Rio de Janeiro",5627988.92
"77",2019-10-15,"Banco Mundial","Rio de Janeiro",67840330.02
"78",2019-10-15,"Banco Mundial","Rio de Janeiro",10189779.67
"79",2019-10-15,"Caixa Econômica Federal","Goiás",29585273.24
"80",2019-10-15,"Caixa Econômica Federal","Rio Grande do Norte",2923380.57
"81",2019-10-15,"Caixa Econômica Federal","Amapá",8824598.73
"82",2019-10-15,"Caixa Econômica Federal","Goiás",27930602.84
"83",2019-10-15,"Caixa Econômica Federal","Rio de Janeiro",7082824.27
"84",2019-10-15,"Caixa Econômica Federal","Rio Grande do Norte",1522430.71
"85",2019-10-15,"Banco Suiço de Investimento - Credit Suisse-Brasil","Rio de Janeiro",104482232.08
"86",2019-10-15,"Caixa Econômica Federal","Goiás",3408704
"87",2019-10-15,"Banco do Brasil S/A","Rio de Janeiro",8470280.7
"88",2019-10-15,"Banco Nacional de Desenvolvimento Econômico e Social","Amapá",5930917.6
"89",2019-10-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",23644931.84
"90",2019-10-15,"Banco Nacional de Desenvolvimento Econômico e Social","Amapá",2524899.87
"91",2019-10-15,"Banco do Brasil S/A","Rio Grande do Norte",3083046.13
"92",2019-10-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",3095155.03
"93",2019-10-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",25783399.18
"94",2019-10-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",4452687.14
"95",2019-04-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio Grande do Norte",2294716.27
"96",2019-10-15,"Banco Nacional de Desenvolvimento Econômico e Social","Goiás",2383893.68
"97",2019-10-15,"Banco Nacional de Desenvolvimento Econômico e Social","Goiás",25319275.05
"98",2019-10-15,"Banco Nacional de Desenvolvimento Econômico e Social","Minas Gerais",3894028.33
"99",2019-09-27,"Banco do Nordeste","Minas Gerais",4620118.11
"100",2019-09-25,"Caixa Econômica Federal","Rio de Janeiro",13391125.47
"101",2019-09-15,"Banco Mundial","Minas Gerais",72490139.87
"102",2019-09-19,"Caixa Econômica Federal","Rio de Janeiro",998207.2
"103",2019-09-19,"Caixa Econômica Federal","Rio de Janeiro",2686407.39
"104",2019-09-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",4710895.63
"105",2019-09-15,"Caixa Econômica Federal","Rio Grande do Norte",2958523.8
"106",2019-09-16,"Caixa Econômica Federal","Rio de Janeiro",7155648.84
"107",2019-09-15,"Caixa Econômica Federal","Rio Grande do Norte",1538235.15
"108",2019-09-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",25451035.61
"109",2019-09-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",3290470.18
"110",2019-09-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",28189292.38
"111",2019-09-15,"Caixa Econômica Federal","Goiás",31228313.72
"112",2019-09-15,"Caixa Econômica Federal","Amapá",9325563.6
"113",2019-09-15,"Caixa Econômica Federal","Goiás",27906922.21
"114",2019-09-16,"Banco Nacional de Desenvolvimento Econômico e Social","Amapá",6316458.82
"115",2019-09-16,"Banco Nacional de Desenvolvimento Econômico e Social","Goiás",2563895.76
"116",2019-09-16,"Banco Nacional de Desenvolvimento Econômico e Social","Minas Gerais",4019087.66
"117",2019-09-16,"Banco Nacional de Desenvolvimento Econômico e Social","Amapá",2689031.8
"118",2019-09-15,"Caixa Econômica Federal","Goiás",3589764.71
"119",2019-09-16,"Banco Nacional de Desenvolvimento Econômico e Social","Rio Grande do Norte",2467984.78
"120",2019-09-13,"Corporacão Andina de Fomento","Rio de Janeiro",23644700.81
"121",2019-09-13,"Corporacão Andina de Fomento","Rio de Janeiro",48740511.41
"122",2019-09-16,"Banco Suiço de Investimento - Credit Suisse-Brasil","Rio de Janeiro",78376939.65
"123",2019-09-16,"Banco do Brasil S/A","Rio Grande do Norte",3273915.53
"124",2019-09-16,"Banco do Brasil S/A","Rio de Janeiro",8991271.62
"125",2019-08-15,"Caixa Econômica Federal","Amapá",9509712.41
"126",2019-08-26,"BID","Minas Gerais",7535263.26
"127",2019-08-15,"Banco Nacional de Desenvolvimento Econômico e Social","Amapá",6703412.58
"128",2019-08-15,"Banco Nacional de Desenvolvimento Econômico e Social","Amapá",2853765.08
"129",2019-08-25,"Caixa Econômica Federal","Rio de Janeiro",13505246.92
"130",2019-08-15,"Banco Mundial","Rio de Janeiro",33325552.25
"131",2019-08-15,"Banco Mundial","Rio de Janeiro",5677706.19
"132",2019-08-15,"Banco Mundial","Rio de Janeiro",35683545.53
"133",2019-08-15,"Banco Mundial","Minas Gerais",28941673.49
"134",2019-08-15,"BID","Minas Gerais",20497809.44
"135",2019-08-19,"Caixa Econômica Federal","Rio de Janeiro",998003.95
"136",2019-08-15,"Caixa Econômica Federal","Rio Grande do Norte",3001559.76
"137",2019-08-15,"Caixa Econômica Federal","Rio Grande do Norte",1561691.95
"138",2019-08-16,"Banco Nacional de Desenvolvimento Econômico e Social","Minas Gerais",4108336.43
"139",2019-08-19,"Caixa Econômica Federal","Rio de Janeiro",2684736.16
"140",2019-08-16,"Banco Nacional de Desenvolvimento Econômico e Social","Minas Gerais",20728805.27
"141",2019-08-16,"Banco Nacional de Desenvolvimento Econômico e Social","Minas Gerais",1558865.18
"142",2019-08-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio Grande do Norte",2488622.88
"143",2019-08-15,"Caixa Econômica Federal","Goiás",31142984.07
"144",2019-08-15,"Caixa Econômica Federal","Goiás",27930602.84
"145",2019-08-15,"Caixa Econômica Federal","Rio de Janeiro",7193841.01
"146",2019-08-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",25144010.12
"147",2019-08-15,"Caixa Econômica Federal","Goiás",3582413.06
"148",2019-08-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",3264140.06
"149",2019-08-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",27714989.5
"150",2019-08-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",4681462.65
"151",2019-08-15,"Banco Nacional de Desenvolvimento Econômico e Social","Goiás",2533907.11
"152",2019-08-15,"Banco do Brasil S/A","Rio de Janeiro",8877780.08
"153",2019-08-15,"Banco do Brasil S/A","Rio Grande do Norte",3233348.97
"154",2019-08-14,"Banco Suiço de Investimento - Credit Suisse","Minas Gerais",122857026.63
"155",2019-08-08,"Banco do Brasil S/A","Goiás",168754162.55
"156",2019-07-28,"BID","Rio de Janeiro",22040328.52
"157",2019-07-24,"Banco do Brasil S/A","Minas Gerais",137029252.34
"158",2019-07-25,"Caixa Econômica Federal","Rio de Janeiro",13209577.42
"159",2019-07-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",4678908.17
"160",2019-07-19,"Caixa Econômica Federal","Rio de Janeiro",2688352.76
"161",2019-07-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",24499781
"162",2019-07-19,"Caixa Econômica Federal","Rio de Janeiro",999764.34
"163",2019-07-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",3099980.3
"164",2019-07-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",26925153.09
"165",2019-07-15,"Banco do Brasil S/A","Rio Grande do Norte",3132036.71
"166",2019-07-15,"Caixa Econômica Federal","Goiás",30051711.73
"167",2019-07-15,"Caixa Econômica Federal","Rio Grande do Norte",2997358.39
"168",2019-07-15,"Caixa Econômica Federal","Goiás",28211120.5
"169",2019-07-15,"Caixa Econômica Federal","Rio Grande do Norte",1562252.38
"170",2019-07-15,"Caixa Econômica Federal","Goiás",3462343.08
"171",2019-07-15,"Banco do Brasil S/A","Rio de Janeiro",8545783.61
"172",2019-07-15,"Banco Nacional de Desenvolvimento Econômico e Social","Goiás",2446715.2
"173",2019-07-15,"Banco Nacional de Desenvolvimento Econômico e Social","Goiás",25929109.82
"174",2019-07-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio Grande do Norte",2331535.91
"175",2019-07-15,"Caixa Econômica Federal","Rio de Janeiro",7126329.03
"176",2019-07-15,"Banco Nacional de Desenvolvimento Econômico e Social","Minas Gerais",3981822.28
"177",2019-06-15,"Banco Mundial","Rio Grande do Norte",28679642.71
"178",2019-06-17,"Banco do Brasil S/A","Rio Grande do Norte",3515377.68
"179",2019-06-17,"Caixa Econômica Federal","Rio Grande do Norte",1669185.19
"180",2019-06-17,"Caixa Econômica Federal","Rio Grande do Norte",3211300.35
"181",2019-06-17,"Banco Nacional de Desenvolvimento Econômico e Social","Rio Grande do Norte",2699147.69
"182",2019-06-21,"Banco do Brasil S/A","Minas Gerais",453117915.64
"183",2019-06-25,"Caixa Econômica Federal","Rio de Janeiro",13202942.85
"184",2019-06-15,"Banco Nacional de Desenvolvimento Econômico e Social","Goiás",2747774.44
"185",2019-06-17,"Caixa Econômica Federal","Goiás",33108226.83
"186",2019-06-17,"Caixa Econômica Federal","Goiás",28797202.61
"187",2019-06-17,"Banco Nacional de Desenvolvimento Econômico e Social","Minas Gerais",4267072.66
"188",2019-06-17,"Caixa Econômica Federal","Goiás",3805560.46
"189",2019-06-15,"BID","Rio de Janeiro",6415386.77
"190",2019-05-15,"Caixa Econômica Federal","Goiás",29792451.95
"191",2019-05-15,"Caixa Econômica Federal","Goiás",32956925.25
"192",2019-06-15,"BID","Rio de Janeiro",19472039.8
"193",2019-06-17,"Banco do Brasil S/A","Rio de Janeiro",9325275.23
"194",2019-06-19,"Caixa Econômica Federal","Rio de Janeiro",2689318.14
"195",2019-06-19,"Caixa Econômica Federal","Rio de Janeiro",1000537.05
"196",2019-06-18,"Banco do Brasil S/A","Rio de Janeiro",429329902.24
"197",2019-06-17,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",4791363.69
"198",2019-06-17,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",25811965.32
"199",2019-06-17,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",3317826.51
"200",2019-06-17,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",28788671.44
"201",2019-06-17,"Caixa Econômica Federal","Rio de Janeiro",7164170.97
"202",2019-06-03,"Agência Francesa de Desevolvimento","Minas Gerais",62977959.35
"203",2019-06-05,"Corporacão Andina de Fomento","Rio de Janeiro",41646576.08
"204",2019-05-20,"Caixa Econômica Federal","Rio de Janeiro",1002785.75
"205",2019-05-20,"Caixa Econômica Federal","Rio de Janeiro",2694254.73
"206",2019-05-27,"Caixa Econômica Federal","Rio de Janeiro",13796721.11
"207",2019-05-15,"BID","Rio de Janeiro",3141758.23
"208",2019-05-22,"Corporacão Andina de Fomento","Rio de Janeiro",26529886.6
"209",2019-05-15,"BID","Minas Gerais",1391244.92
"210",2019-05-15,"BID","Minas Gerais",1678139.09
"211",2019-05-15,"Banco Nacional de Desenvolvimento Econômico e Social","Minas Gerais",1557559.5
"212",2019-05-15,"Banco Nacional de Desenvolvimento Econômico e Social","Minas Gerais",4287294.2
"213",2019-05-15,"Banco Nacional de Desenvolvimento Econômico e Social","Minas Gerais",20711443.14
"214",2019-05-15,"Banco Mundial","Rio de Janeiro",2113508.14
"215",2019-05-15,"Banco Mundial","Rio de Janeiro",71800692.08
"216",2019-05-15,"Banco Mundial","Rio de Janeiro",63401716.51
"217",2019-05-15,"Banco Mundial","Rio de Janeiro",1351955.57
"218",2019-05-14,"BID","Minas Gerais",6909761.74
"219",2019-05-14,"BID","Minas Gerais",7696235.15
"220",2019-05-15,"Banco do Brasil S/A","Rio de Janeiro",8871410.05
"221",2019-05-15,"Caixa Econômica Federal","Rio de Janeiro",7238989.45
"222",2019-05-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",24468471.99
"223",2019-05-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",3158074.32
"224",2019-05-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",27160356.62
"225",2019-05-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",4646052.18
"226",2019-05-07,"Banco do Brasil S/A","Rio de Janeiro",339663586.94
"227",2019-04-30,"Agência Francesa de Desevolvimento","Rio de Janeiro",70144679.52
"228",2019-04-25,"Caixa Econômica Federal","Rio de Janeiro",13299497.61
"229",2019-04-15,"Banco Mundial","Minas Gerais",6293866.88
"230",2019-04-15,"Banco Mundial","Minas Gerais",63436941.68
"231",2019-04-15,"Banco Mundial","Minas Gerais",124028250.68
"232",2019-04-22,"Caixa Econômica Federal","Rio de Janeiro",2693885.93
"233",2019-04-22,"Caixa Econômica Federal","Rio de Janeiro",1003058.22
"234",2019-04-15,"Banco Mundial","Rio de Janeiro",17399812.67
"235",2019-04-15,"Banco Mundial","Rio de Janeiro",5435850.36
"236",2019-04-15,"Banco Mundial","Rio de Janeiro",67745762.07
"237",2019-04-15,"Banco Mundial","Rio de Janeiro",10292796.31
"238",2019-04-15,"BID","Rio de Janeiro",3787698.18
"239",2019-04-15,"Banco Nacional de Desenvolvimento Econômico e Social","Minas Gerais",4249733.47
"240",2019-04-15,"Banco do Brasil S/A","Rio de Janeiro",9045701.71
"241",2019-04-15,"Caixa Econômica Federal","Rio de Janeiro",7292806.4
"242",2019-04-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",24922651.67
"243",2019-04-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",3207223.95
"244",2019-04-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",27758133.24
"245",2019-04-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",4716150.49
"246",2019-03-26,"Banco do Nordeste","Minas Gerais",4412968.54
"247",2019-03-15,"Banco Mundial","Minas Gerais",67031972.51
"248",2019-03-25,"Caixa Econômica Federal","Rio de Janeiro",13300534.23
"249",2019-03-20,"Japan International Cooperation Agency","Rio de Janeiro",31792.42
"250",2019-02-26,"BID","Minas Gerais",7049676.95
"251",2019-03-15,"Banco Nacional de Desenvolvimento Econômico e Social","Minas Gerais",4264021.63
"252",2019-03-20,"Japan International Cooperation Agency","Rio de Janeiro",30530683.72
"253",2019-03-19,"Caixa Econômica Federal","Rio de Janeiro",2689534.56
"254",2019-03-19,"Caixa Econômica Federal","Rio de Janeiro",1001844.75
"255",2019-03-15,"Banco do Brasil S/A","Rio de Janeiro",8672280.82
"256",2019-03-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",23817736.05
"257",2019-03-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",3079852.45
"258",2019-03-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",26386637.08
"259",2019-03-15,"Banco Nacional de Desenvolvimento Econômico e Social","Rio de Janeiro",4613521.35
"260",2019-02-15,"Banco Nacional de Desenvolvimento Econômico e Social","Minas Gerais",21753558.14
"261",2019-03-15,"Caixa Econômica Federal","Rio de Janeiro",7282270.16
"262",2019-03-13,"Corporacão Andina de Fomento","Rio de Janeiro",21988275.51
"263",2019-03-13,"Corporacão Andina de Fomento","Rio de Janeiro",45095411.05
"264",2019-03-09,"BID","Rio de Janeiro",6310995.19
"265",2019-03-09,"BID","Rio de Janeiro",43888409.69
"266",2019-02-15,"BID","Minas Gerais",17169484.56
"267",2019-02-15,"Banco Mundial","Minas Gerais",26883286.59
"268",2019-02-15,"Banco Nacional de Desenvolvimento Econômico e Social","Minas Gerais",1629245.79
"269",2019-02-15,"Banco Nacional de Desenvolvimento Econômico e Social","Minas Gerais",4476948.94
